0, 12860, 0, 0, 0, 0, 
0, 12861, 0, 0, 0, 0, 
0, 12882, 0, 0, 0, 0, 
0, 12889, 0, 0, 0, 0, 
0, 13000, 0, 0, 0, 0, 
0, 13019, 0, 0, 0, 0, 
0, 13025, 0, 0, 0, 0, 
0, 13071, 0, 0, 0, 0, 
0, 13072, 0, 0, 0, 0, 
0, 13075, 0, 0, 0, 0, 
0, 13083, 0, 0, 0, 0, 
